ID,Bairro,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa,Media Idade,Cor Predominante,Escolaridade Predominante
189,34,32.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
190,68,22.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
191,75,30.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
192,57,26.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
193,47,29.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
194,111,21.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
195,125,27.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
196,107,33.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
197,62,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
198,10,39.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
199,34,28.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
200,124,45.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
201,17,28.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
202,11,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
203,87,50.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
204,35,12.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
205,109,61.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
206,171,28.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
207,11,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
208,171,60.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
209,50,37.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
210,177,19.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
211,120,39.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
212,18,28.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
213,18,34.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
214,137,56.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
215,18,47.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
216,80,84.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
217,73,49.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,,,,
218,109,41.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
219,18,45.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
220,128,42.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
221,134,42.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
222,83,79.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
223,18,54.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
224,128,19.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
225,83,28.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
226,99,48.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
227,12,71.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
228,18,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
229,142,11.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
230,107,53.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
231,18,65.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
232,122,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
233,126,26.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
234,64,25.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
235,65,43.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
236,18,42.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
237,18,54.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
238,109,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
239,109,58.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
240,109,24.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
241,34,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
242,163,64.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
243,128,37.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
244,139,88.0,BRANCA,ANALFABETO,NAO FATAL,1,,,,,,
245,109,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
246,159,55.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
247,122,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
248,154,43.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
249,133,46.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
250,122,62.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
251,18,68.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
252,44,29.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
253,62,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
254,49,32.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
255,110,42.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
256,110,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
257,168,76.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
258,134,55.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
259,102,16.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
260,45,41.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
261,99,20.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
262,145,46.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
263,61,32.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
264,132,46.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
265,132,76.0,BRANCA,ANALFABETO,NAO FATAL,1,,,,,,
266,15,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
267,11,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
268,111,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
269,11,21.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
270,87,41.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
271,34,79.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
272,18,21.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
273,52,29.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
274,1,79.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
275,17,43.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
276,11,37.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
277,126,26.0,PARDA,ESCOLARIDADE   IGNORADA,ALTO RISCO DE FATALIDADE,1,,,,,,
278,34,40.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
279,122,52.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
280,18,22.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
281,49,29.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
282,11,20.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
283,128,43.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
284,11,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
285,11,25.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
286,167,19.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
287,11,25.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
288,134,23.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
289,105,12.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
290,109,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
291,83,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
292,80,54.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
293,98,52.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
294,18,54.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
295,111,47.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
296,128,19.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
297,17,35.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
298,43,43.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
299,77,44.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
300,155,36.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
301,147,57.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
302,12,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
303,127,57.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
304,77,30.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
305,98,50.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
306,128,47.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
307,18,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
308,18,59.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
309,18,19.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
310,168,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
311,147,59.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
312,113,28.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
313,18,54.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
314,18,78.0,BRANCA,ANALFABETO,POSSIVEL FATAL,1,,,,,,
315,18,68.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
316,162,71.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
317,81,60.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
318,87,51.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
319,139,49.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
320,111,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
321,107,29.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
322,113,67.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
323,109,33.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
324,164,62.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
325,167,51.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
326,137,49.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
327,18,22.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
328,29,60.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
329,167,52.0,PRETO,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
330,111,31.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
331,68,47.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
332,171,62.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
333,142,31.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
334,72,45.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
335,142,35.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
336,109,61.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
337,123,39.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
338,91,25.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
339,68,19.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
340,18,64.0,PARDA,ANALFABETO,POSSIVEL FATAL,1,,,,,,
341,154,24.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
342,18,72.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
343,139,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
344,126,68.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
345,113,58.0,PARDA,ANALFABETO,NAO FATAL,1,,,,,,
346,145,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
347,156,54.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
348,68,56.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
349,172,33.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
350,98,35.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
351,18,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
352,142,40.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
353,142,79.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
354,114,54.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
355,11,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
356,18,35.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
357,111,70.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
358,115,19.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
359,91,61.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
360,155,13.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
361,99,31.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
362,12,43.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
363,137,27.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
364,9,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
365,109,17.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
366,120,57.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
367,10,44.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
368,154,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
369,156,42.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
370,154,47.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
371,114,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
372,6,19.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
373,163,33.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
374,126,55.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
375,156,19.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
376,1,38.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
377,81,28.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
378,177,48.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
379,55,67.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
380,55,15.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
381,168,41.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
382,139,69.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
383,34,58.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
384,127,4.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
385,77,37.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
386,177,24.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
387,68,20.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
388,175,44.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
389,87,14.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
390,99,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
391,18,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
392,18,32.0,PRETO,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
393,29,57.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
394,177,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
395,158,54.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
396,70,46.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
397,142,41.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
398,80,58.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
399,12,72.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
400,18,23.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
401,171,47.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
402,172,67.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
403,158,64.0,BRANCA,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,,,,
404,12,39.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
405,40,46.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
406,107,52.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
407,43,33.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
408,96,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
409,49,31.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
410,111,52.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
411,68,46.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
412,155,44.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,,,,
413,111,50.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
414,66,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
415,103,23.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
416,18,30.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
417,126,39.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
418,183,43.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
419,124,42.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
420,18,49.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
421,18,35.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
422,87,17.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
423,125,33.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
424,172,11.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
425,172,11.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
426,126,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
427,167,64.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
428,11,47.0,PARDA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
429,9,65.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
430,15,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
431,55,41.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
432,159,16.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
433,81,41.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
434,131,24.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
435,35,50.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
436,155,47.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
437,132,24.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
438,64,55.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
439,120,29.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
440,120,32.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
441,12,52.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
442,17,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
443,101,38.0,AMARELA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
444,7,34.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
445,18,72.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
446,18,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
447,18,28.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
448,107,21.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
449,142,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
